resp id,timestamp,university,level of study,original field,Categorised field,self rated knowledge,received phishing,Uni/Inst. email,Personal email,Whatsapp,Facebook/IG,SMS,Telegram,Link clicked,Applicable outcome,Asked password,Device misbehave,Nothing happened,Victim (money lost),Applicable,Reported to IT,Reported to friend/family,Not reported,Reported any,https://www.ug.edu.gh/admissions/apply,https://knust.edu.gh/portal/login,http://ug-edu-gh.login-portal.xyz/student-verify,https://mtn.com.gh/momo/confirm-payment,http://knust-student-login.000webhostapp.com/verify-account,http://mtn-momo-ghana-reward.blogspot.com/free-data-claim,url1 ug apply correct,url2 knust portal correct,url3 fake ug xyz correct,url4 mtn momo correct,url5 fake knust webhost correct,url6 fake mtn blogspot correct,quiz score,https check frequency,Different password,University training,confidence level,AI tool helpful,free text url1,free text url2,free text url3
261,2026-07-22 02:35:39,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,No,1,0,0,1,1,Legitimate,Not Sure,Phishing,Phishing,Phishing,Not Sure,1,0,1,0,1,0,3,Always,Sometimes,"Yes, through emails or notices only",Not very confident,Somewhat helpful,https://quickloan-ghana-approval.net,https://airteltigo-security-check.com,https://ecg-meter-verification.live
262,2026-07-22 02:35:58,University of Ghana (UG),Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Advanced (I can protect myself confidently),"Yes, many times",1,1,0,0,0,0,Yes,1,0,0,1,I am not sure,1,1,0,1,1,Legitimate,Not Sure,Not Sure,Phishing,Not Sure,Not Sure,1,0,0,0,0,0,1,Always,"Yes, always","Yes, formal training sessions",Not very confident,Somewhat helpful,https://claim-your-reward-gh.com,https://airteltigo-wallet-update.xyz,https://ghanaid-security.live
263,2026-07-22 02:36:18,University of Ghana (UG),Undergraduate (Year 1-2),Health Sciences,Health Sciences,None at all,"Yes, once or twice",1,1,1,0,0,0,No,0,0,0,0,I am not sure,1,1,1,1,1,Legitimate,Not Sure,Legitimate,Legitimate,Not Sure,Phishing,1,0,0,1,0,1,3,Always,"Yes, always",No / I am not aware of any,Somewhat confident,Very helpful,https://parcel-fees-gh.site,https://mtn-security-alert.xyz,https://ecg-ghana-services.info
264,2026-07-22 02:36:38,University of Ghana (UG),Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,Yes,1,1,1,0,1,Legitimate,Not Sure,Phishing,Legitimate,Not Sure,Legitimate,1,0,1,1,0,0,3,Sometimes,"Yes, always",No / I am not aware of any,Not very confident,Somewhat helpful,https://customs-clearance-gh.xyz,https://telecel-verification.site,https://ecg-smartpay.xyz
265,2026-07-22 02:36:58,University of Ghana (UG),Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,1,0,0,0,Yes,1,0,0,0,No,1,0,0,1,1,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,1,1,1,0,0,1,4,Sometimes,"Yes, always","Yes, through emails or notices only",Somewhat confident,Somewhat helpful,https://claim-ghs5000-now.site,https://telecel-bill-payment.live,https://nia-card-activation.live
266,2026-07-22 02:37:16,University of Ghana (UG),Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, many times",1,1,0,0,0,0,No,0,0,0,0,I am not sure,1,0,0,1,1,Legitimate,Not Sure,Not Sure,Phishing,Legitimate,Phishing,1,0,0,0,0,1,2,Sometimes,"Yes, always","Yes, formal training sessions",Not very confident,Very helpful,,https://telecel-data-gift.site,https://ecg-power-restoration.net
267,2026-07-22 02:37:35,University of Ghana (UG),Undergraduate (Year 1-2),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",1,0,1,0,0,0,No,0,0,0,0,No,1,1,1,0,1,Legitimate,Phishing,Not Sure,Legitimate,Not Sure,Not Sure,1,0,0,1,0,0,2,Always,"Yes, always","Yes, through emails or notices only",Not very confident,Not helpful,https://ghana-lottery-winner.com,https://mtn-loyalty-rewards-gh.live,https://ghana-card-online.xyz
268,2026-07-22 02:37:55,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,1,0,0,0,Not applicable,0,0,0,0,I am not sure,1,0,0,1,1,Legitimate,Legitimate,Not Sure,Not Sure,Not Sure,Phishing,1,1,0,0,0,1,3,Sometimes,"No, I use the same password",No / I am not aware of any,Somewhat confident,Somewhat helpful,https://express-delivery-ghana.info,https://mtn-data-renewal.online,https://ghana-id-confirmation.net
269,2026-07-22 02:38:13,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,1,0,0,0,Not applicable,0,0,0,0,I am not sure,1,1,0,1,1,Legitimate,Phishing,Not Sure,Legitimate,Not Sure,Not Sure,1,0,0,1,0,0,2,Always,Sometimes,No / I am not aware of any,Not confident at all,Very helpful,https://courier-arrival-gh.net,https://mtnmomo-authenticate.site,https://id-validation-ghana.com
270,2026-07-22 02:38:32,KNUST,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,None at all,"Yes, once or twice",1,0,1,0,0,0,No,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Not Sure,Phishing,Not Sure,Legitimate,Phishing,1,0,1,0,0,1,3,Always,Sometimes,"Yes, formal training sessions",Somewhat confident,Not sure,https://parcel-tracking-gh.site,https://mtn-account-confirm.net,https://nia-record-update.site
271,2026-07-22 02:38:52,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",1,1,0,0,0,0,No,0,0,0,0,Yes,1,0,1,1,1,Legitimate,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,1,0,0,0,0,0,1,Always,"Yes, always","Yes, formal training sessions",Very confident,Somewhat helpful,https://gh-bonus-claim.xyz,https://mtn-freeairtime.site,https://nationalid-update.info
272,2026-07-22 02:39:10,UCC,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, once or twice",0,1,0,0,0,0,Not applicable,0,0,0,0,I am not sure,1,1,0,0,1,Legitimate,Legitimate,Phishing,Not Sure,Not Sure,Legitimate,1,1,1,0,0,0,3,Sometimes,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful,https://delivery-confirmation-ghana.com,https://telecel-wallet-security.info,https://ecg-online-payments.xyz
273,2026-07-22 02:39:29,University of Ghana (UG),Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,0,0,Not applicable,0,0,0,0,No,1,0,1,1,1,Legitimate,Not Sure,Phishing,Legitimate,Not Sure,Not Sure,1,0,1,1,0,0,3,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Not sure,https://fedexghana-parcel.live,https://telecelcash-alert.net,https://ecg-support-portal.com
274,2026-07-22 02:39:49,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",1,0,1,0,0,0,No,0,0,0,0,No,1,1,0,1,1,Legitimate,Legitimate,Not Sure,Not Sure,Not Sure,Phishing,1,1,0,0,0,1,3,Sometimes,"Yes, always","Yes, through emails or notices only",Not very confident,Not sure,https://freecashghana.live,https://mtn-promo-center.live,https://ghana-card-linking.site
275,2026-07-22 02:40:08,UCC,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, once or twice",0,1,1,0,0,0,Yes,1,0,0,1,No,1,1,0,1,1,Legitimate,Not Sure,Not Sure,Not Sure,Phishing,Not Sure,1,0,0,0,1,0,2,Sometimes,Sometimes,"Yes, through emails or notices only",Not very confident,Very helpful,https://ghana-post-delivery.net,https://mtnbonus-ghana.xyz,https://ecg-invoice-check.net
276,2026-07-22 03:10:39,UCC,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, once or twice",0,1,1,0,0,0,No,0,0,0,0,No,1,1,0,1,1,Legitimate,Phishing,Not Sure,Legitimate,Not Sure,Not Sure,1,0,0,1,0,0,2,Sometimes,"No, I use the same password","Yes, through emails or notices only",Somewhat confident,Very helpful,https://reward-center-ghana.net,https://mtn-customer-reward.info,https://nia-card-renew.xyz
277,2026-07-22 03:11:06,UCC,Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,1,1,0,0,0,Not applicable,0,0,0,0,I am not sure,1,0,1,1,1,Legitimate,Phishing,Phishing,Not Sure,Not Sure,Legitimate,1,0,1,0,0,0,2,Always,Sometimes,No / I am not aware of any,Very confident,Very helpful,https://dhl-ghana-clearance.com,https://telecel-customer-update.com,https://ghanaid-fasttrack.net
278,2026-07-22 03:11:32,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,None at all,"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,I am not sure,1,1,1,1,1,Legitimate,Not Sure,Not Sure,Legitimate,Phishing,Phishing,1,0,0,1,1,1,4,Always,Sometimes,"Yes, through emails or notices only",Somewhat confident,Somewhat helpful,https://cashgift-ghana.site,https://telecel-rewardcenter.xyz,https://ecg-bill-dispute.site
279,2026-07-22 03:11:59,UCC,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",1,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,0,0,0,Legitimate,Phishing,Not Sure,Not Sure,Phishing,Not Sure,1,0,0,0,1,0,2,Always,Sometimes,"Yes, through emails or notices only",Very confident,Very helpful,https://speedpost-ghana.live,https://mtnmomo-wallet-update.com,https://ecg-service-center.site
280,2026-07-22 03:12:23,KNUST,Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,1,0,0,0,No,0,0,0,0,No,1,1,0,0,1,Legitimate,Legitimate,Not Sure,Legitimate,Not Sure,Phishing,1,1,0,1,0,1,4,Sometimes,"Yes, always","Yes, through emails or notices only",Very confident,Not helpful,https://mobilemoney-prize.live,https://telecel-airtime-bonus.live,https://ecg-balance-payment.live
281,2026-07-22 06:38:51,University of Ghana (UG),Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,No,1,0,1,1,1,Legitimate,Legitimate,Not Sure,Legitimate,Not Sure,Legitimate,1,1,0,1,0,0,3,Rarely,Sometimes,No / I am not aware of any,Somewhat confident,Not sure,https://freecashghana.live,https://ghana-services-online.com,https://cashout-ghana.live
282,2026-07-22 06:39:10,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,1,0,0,0,Yes,1,1,1,0,No,1,1,1,0,1,Legitimate,Not Sure,Legitimate,Not Sure,Phishing,Phishing,1,0,0,0,1,1,3,Always,"Yes, always",No / I am not aware of any,Somewhat confident,Very helpful,https://fidelity-mobile-auth.live,https://ecg-online-payments.xyz,https://postoffice-delivery.live
283,2026-07-22 06:39:29,University of Ghana (UG),Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,1,0,0,0,No,0,0,0,0,Yes,1,1,1,1,1,Legitimate,Not Sure,Legitimate,Legitimate,Phishing,Legitimate,1,0,0,1,1,0,3,Sometimes,Sometimes,"Yes, formal training sessions",Somewhat confident,Somewhat helpful,https://express-delivery-ghana.info,https://ghanaid-records.xyz,https://customs-duty-payment.site
284,2026-07-22 06:39:46,University of Ghana (UG),Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",1,1,1,0,0,0,Yes,1,0,1,0,No,1,0,0,1,0,Legitimate,Not Sure,Not Sure,Not Sure,Legitimate,Phishing,1,0,0,0,0,1,2,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Not sure,https://absa-security-center.site,https://ecg-bill-dispute.site,https://national-promo-gh.com
285,2026-07-22 06:40:04,UCC,Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,1,1,0,0,0,Yes,1,0,0,0,No,1,1,1,1,1,Legitimate,Phishing,Phishing,Not Sure,Phishing,Phishing,1,0,1,0,1,1,4,Always,Sometimes,"Yes, formal training sessions",Not very confident,Very helpful,https://mtn-promo-center.live,https://absa-secure-banking.live,https://mobile-rewards.live
286,2026-07-22 06:40:22,University of Ghana (UG),Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",0,0,1,0,0,0,No,0,0,0,0,I am not sure,1,0,1,1,1,Legitimate,Not Sure,Legitimate,Not Sure,Phishing,Not Sure,1,0,0,0,1,0,2,Always,Sometimes,No / I am not aware of any,Not very confident,Somewhat helpful,https://reward-center-ghana.net,https://ashesi-registration.net,https://bonus-campaign.site
287,2026-07-22 06:40:42,KNUST,Undergraduate (Year 1-2),Arts / Humanities,Arts / Humanities,Advanced (I can protect myself confidently),"Yes, many times",1,0,1,0,0,0,No,0,0,0,0,I am not sure,1,1,1,1,1,Legitimate,Phishing,Not Sure,Phishing,Not Sure,Legitimate,1,0,0,0,0,0,1,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,https://airteltigo-number-update.live,https://ghana-card-linking.site,https://reward-notification.net
288,2026-07-22 06:41:01,University of Ghana (UG),Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, once or twice",1,1,0,0,0,0,Not applicable,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Phishing,Not Sure,Legitimate,Legitimate,Not Sure,1,0,0,1,0,0,2,Always,"No, I use the same password","Yes, through emails or notices only",Not confident at all,Very helpful,https://mtnmomo-wallet-update.com,https://ecg-meter-verification.live,https://facebook-security-ghana.site
289,2026-07-22 06:41:19,University of Ghana (UG),Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,None at all,"Yes, many times",0,0,1,0,0,0,Not applicable,0,0,0,0,I am not sure,1,0,0,0,1,Legitimate,Legitimate,Not Sure,Phishing,Not Sure,Not Sure,1,1,0,0,0,0,2,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Somewhat helpful,https://mobilemoney-prize.live,https://id-card-confirmation.net,https://parcel-redelivery.live
290,2026-07-22 06:41:37,UCC,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,0,0,No,0,0,0,0,Yes,1,0,1,1,1,Legitimate,Legitimate,Legitimate,Phishing,Not Sure,Phishing,1,1,0,0,0,1,3,Always,"Yes, always","Yes, through emails or notices only",Not very confident,Not sure,https://airteltigo-security-check.com,https://egov-payment.xyz,https://ghana-giveaway.xyz
291,2026-07-22 06:41:56,University of Ghana (UG),Undergraduate (Year 1-2),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,1,1,1,Not Sure,Phishing,Not Sure,Phishing,Phishing,Phishing,0,0,0,0,1,1,2,Sometimes,Sometimes,No / I am not aware of any,Somewhat confident,Somewhat helpful,https://mtn-freeairtime.site,https://govportal-security.net,https://courier-fee-payment.xyz
292,2026-07-22 06:42:14,University of Ghana (UG),Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,0,0,0,0,0,Not applicable,0,0,0,0,No,1,1,0,1,1,Legitimate,Not Sure,Phishing,Not Sure,Not Sure,Legitimate,1,0,1,0,0,0,2,Sometimes,"No, I use the same password",No / I am not aware of any,Somewhat confident,Not sure,https://customs-clearance-gh.xyz,https://nia-authentication.site,https://academiccity-update.com
293,2026-07-22 06:42:32,KNUST,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Not Sure,Not Sure,Not Sure,Phishing,Not Sure,1,0,0,0,1,0,2,Rarely,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,https://telecel-rewardcenter.xyz,https://gra-online-services.live,https://track-my-parcel.net
294,2026-07-22 06:42:50,KNUST,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,Yes,1,1,0,1,1,Legitimate,Not Sure,Phishing,Not Sure,Legitimate,Not Sure,1,0,1,0,0,0,2,Sometimes,Sometimes,"Yes, formal training sessions",Somewhat confident,Not helpful,https://mtn-account-confirm.net,https://ucc-student-email.net,https://parcel-status.xyz
295,2026-07-22 06:43:07,KNUST,Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,0,0,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always",No / I am not aware of any,Not very confident,Very helpful,,,
296,2026-07-22 06:43:08,University of Ghana (UG),Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",1,1,0,0,0,0,No,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Phishing,Not Sure,Phishing,Not Sure,Legitimate,1,0,0,0,0,0,1,Sometimes,"Yes, always",No / I am not aware of any,Somewhat confident,Not sure,https://telecel-wallet-security.info,https://ghana-gov-auth.site,https://icloud-security-alert.live
297,2026-07-22 06:43:25,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Phishing,Not Sure,Not Sure,Legitimate,1,1,1,0,0,0,3,Rarely,"Yes, always",No / I am not aware of any,Not very confident,Very helpful,https://telecel-customer-update.com,https://umb-login-update.net,https://netflix-payment-update.net
298,2026-07-22 06:43:43,Ashesi,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Advanced (I can protect myself confidently),"Yes, once or twice",1,0,1,0,0,0,No,0,0,0,0,No,1,1,0,0,1,Legitimate,Phishing,Not Sure,Phishing,Not Sure,Phishing,1,0,0,0,0,1,2,Always,"Yes, always","Yes, formal training sessions",Somewhat confident,Not sure,https://accessbank-login-center.xyz,https://ktu-portal.live,https://gmail-storage-update.net
299,2026-07-22 06:44:05,KNUST,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,1,1,0,0,0,No,0,0,0,0,Yes,1,1,1,1,1,Legitimate,Not Sure,Not Sure,Not Sure,Not Sure,Phishing,1,0,0,0,0,1,2,Sometimes,I use a password manager,"Yes, formal training sessions",Somewhat confident,Very helpful,https://gcb-customer-update.xyz,https://ecg-smartpay.xyz,https://dhl-customs-clearance.info
300,2026-07-22 06:44:22,KNUST,Undergraduate (Year 1-2),Arts / Humanities,Arts / Humanities,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Not Sure,Not Sure,Legitimate,Not Sure,Phishing,1,0,0,1,0,1,3,Always,"Yes, always","Yes, through emails or notices only",Not very confident,Not sure,https://mtn-loyalty-rewards-gh.live,https://id-validation-ghana.com,https://speedaf-delivery.net
301,2026-07-22 06:44:39,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,1,0,0,0,Not applicable,0,0,0,0,I am not sure,1,0,0,0,1,Legitimate,Not Sure,Phishing,Phishing,Not Sure,Phishing,1,0,1,0,0,1,3,Sometimes,"Yes, always","Yes, formal training sessions",Somewhat confident,Not helpful,https://airteltigo-wallet-update.xyz,https://ecobank-mobileverify.xyz,https://microloan-approval.xyz
302,2026-07-22 14:37:05,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,1,1,1,Phishing,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0,0,0,0,0,0,0,Sometimes,Sometimes,"Yes, formal training sessions",Somewhat confident,Very helpful,https://telecel-sim-update.site,https://ghana-gov-auth.site,https://umat-registration.live
303,2026-07-22 14:37:31,University of Ghana (UG),Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, once or twice",1,1,1,0,0,0,No,0,0,0,0,I am not sure,1,1,0,0,1,Legitimate,Not Sure,Not Sure,Legitimate,Phishing,Not Sure,1,0,0,1,1,0,3,Always,"No, I use the same password","Yes, through emails or notices only",Not very confident,Very helpful,https://mtn-reactivation.net,https://prudentialbank-auth.com,https://office365-ghana-login.info
304,2026-07-22 14:37:53,University of Ghana (UG),Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,0,1,0,0,0,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Phishing,Phishing,Legitimate,Not Sure,Not Sure,1,0,1,1,0,0,3,Sometimes,"No, I use the same password","Yes, through emails or notices only",Somewhat confident,Very helpful,https://cashgift-ghana.site,https://ssnit-member-update.xyz,https://cashout-ghana.live
305,2026-07-22 14:38:16,University of Ghana (UG),Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,1,0,0,0,0,Not applicable,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Not Sure,Not Sure,Not Sure,Phishing,Phishing,1,0,0,0,1,1,3,Always,Sometimes,"Yes, through emails or notices only",Not very confident,Very helpful,https://customs-clearance-gh.xyz,https://ecobank-mobileverify.xyz,https://track-my-parcel.net
306,2026-07-22 14:38:38,KNUST,Undergraduate (Year 1-2),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",1,1,0,0,0,0,Yes,1,1,0,0,No,1,0,1,1,1,Legitimate,Not Sure,Legitimate,Legitimate,Not Sure,Not Sure,1,0,0,1,0,0,2,Always,"No, I use the same password",No / I am not aware of any,Somewhat confident,Somewhat helpful,https://mtn-loyalty-rewards-gh.live,https://egov-payment.xyz,https://gimpa-portal.xyz
307,2026-07-22 14:39:01,KNUST,Undergraduate (Year 1-2),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",1,0,0,0,0,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Not Sure,Not Sure,Not Sure,Phishing,1,1,0,0,0,1,3,Sometimes,Sometimes,"Yes, through emails or notices only",Very confident,Not helpful,https://claim-ghs5000-now.site,https://dvla-driver-update.live,https://quickcash-ghana.live
308,2026-07-22 14:39:24,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,0,0,0,0,No,0,0,0,0,No,1,1,1,0,1,Legitimate,Not Sure,Legitimate,Not Sure,Not Sure,Not Sure,1,0,0,0,0,0,1,Sometimes,Sometimes,"Yes, through emails or notices only",Not very confident,Somewhat helpful,https://telecel-customer-update.com,https://ashesi-registration.net,https://reward-notification.net
309,2026-07-22 14:39:47,KNUST,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",0,1,0,0,0,0,No,0,0,0,0,No,1,1,0,1,1,Phishing,Not Sure,Not Sure,Phishing,Not Sure,Phishing,0,0,0,0,0,1,1,Sometimes,"Yes, always","Yes, through emails or notices only",Not very confident,Somewhat helpful,https://mtn-data-renewal.online,https://ecg-support-portal.com,https://speedaf-delivery.net
310,2026-07-22 14:40:10,KNUST,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,0,0,0,0,No,0,0,0,0,I am not sure,1,1,0,0,1,Legitimate,Phishing,Not Sure,Not Sure,Not Sure,Not Sure,1,0,0,0,0,0,1,Sometimes,"Yes, always","Yes, through emails or notices only",Very confident,Very helpful,https://fidelity-mobile-auth.live,https://ghana-card-online.xyz,https://promo-redemption.site
311,2026-07-22 14:40:35,University of Ghana (UG),Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, once or twice",1,1,1,0,0,0,No,0,0,0,0,No,1,0,0,0,1,Legitimate,Phishing,Phishing,Phishing,Not Sure,Not Sure,1,0,1,0,0,0,2,Sometimes,Sometimes,No / I am not aware of any,Not very confident,Very helpful,https://courier-arrival-gh.net,https://ug-course-registration.live,https://mobile-rewards.live
312,2026-07-22 14:40:57,University of Ghana (UG),Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,0,1,1,Legitimate,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,1,0,0,0,0,0,1,Sometimes,Sometimes,"Yes, through emails or notices only",Not confident at all,Not sure,https://mtnbonus-ghana.xyz,https://gcb-banking-update.net,https://fedex-ghana-alert.live
313,2026-07-22 14:41:19,University of Ghana (UG),Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,0,0,0,0,Yes,1,0,0,1,No,1,0,1,0,1,Legitimate,Phishing,Phishing,Not Sure,Phishing,Not Sure,1,0,1,0,1,0,3,Always,"Yes, always","Yes, formal training sessions",Not confident at all,Somewhat helpful,https://instantloan-gh.xyz,https://ghanaid-fasttrack.net,https://courier-fee-payment.xyz
314,2026-07-22 14:41:44,UCC,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, once or twice",0,1,0,0,0,0,Yes,1,0,0,1,Yes,1,1,1,0,1,Legitimate,Not Sure,Phishing,Not Sure,Phishing,Phishing,1,0,1,0,1,1,4,Sometimes,Sometimes,"Yes, formal training sessions",Not confident at all,Not helpful,https://mobilemoney-prize.live,https://ecg-bill-dispute.site,https://instagram-support-gh.xyz
315,2026-07-22 14:42:09,UCC,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,0,0,No,0,0,0,0,No,1,1,1,1,1,Legitimate,Not Sure,Phishing,Phishing,Not Sure,Phishing,1,0,1,0,0,1,3,Sometimes,"No, I use the same password",No / I am not aware of any,Somewhat confident,Not sure,https://airteltigo-wallet-update.xyz,https://ghanaid-security.live,https://customs-duty-payment.site
316,2026-07-22 14:42:35,KNUST,PhD,Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,0,0,0,0,0,No,0,0,0,0,No,1,0,0,1,1,Legitimate,Not Sure,Legitimate,Phishing,Legitimate,Not Sure,1,0,0,0,0,0,1,Sometimes,Sometimes,"Yes, formal training sessions",Very confident,Not helpful,https://bank-alert-ghana.site,https://ug-email-reset.site,https://instantcash-ghana.net
